WPA_id,new_job,skillup_find_new_job,match_count,target
WPA_7842,1,0,6,0
WPA_7853,1,0,6,0
WPA_74667,1,0,6,0
WPA_74679,1,0,5,0
WPA_74910,1,0,6,0
WPA_74995,1,0,2,0
WPA_75011,1,0,6,0
WPA_75023,1,0,4,0
WPA_75109,1,0,5,0
WPA_75136,1,0,5,0
WPA_74326,1,0,0,0
WPA_74343,1,0,0,0
WPA_74432,1,0,6,0
WPA_74481,1,0,2,0
WPA_74487,1,0,4,0
WPA_74527,1,0,5,0
WPA_74640,1,0,2,0
WPA_74641,1,0,2,0
WPA_75864,1,0,5,0
WPA_75873,1,0,4,0
WPA_75907,1,0,5,0
WPA_75919,1,0,6,0
WPA_75984,1,0,2,0
WPA_76003,1,0,2,0
WPA_76156,1,0,4,0
WPA_76208,1,0,4,0
WPA_8709,1,0,6,0
WPA_8785,1,0,4,0
WPA_8801,1,0,3,0
WPA_8832,1,0,6,0
WPA_75549,1,0,1,0
WPA_75595,1,0,5,0
WPA_75744,1,0,1,0
WPA_75850,1,0,2,0
WPA_8480,1,0,6,0
WPA_8487,1,0,6,0
WPA_8490,1,1,0,0
WPA_8506,1,0,6,0
WPA_8529,1,0,3,0
WPA_8530,1,0,2,0
WPA_8576,1,0,2,0
WPA_8586,1,0,3,0
WPA_8113,1,0,1,0
WPA_8139,1,0,4,0
WPA_8247,1,0,2,0
WPA_8250,1,0,4,0
WPA_8288,1,0,4,0
WPA_8419,1,0,3,0
WPA_8437,1,0,6,0
WPA_8461,1,0,6,0
WPA_77223,1,0,4,0
WPA_77254,1,0,3,0
WPA_77563,1,0,6,0
WPA_77609,1,0,3,0
WPA_77656,1,0,2,0
WPA_77681,1,0,4,0
WPA_77709,1,0,4,0
WPA_77791,1,0,4,0
WPA_76849,1,0,4,0
WPA_76900,1,0,5,0
WPA_77000,1,0,4,0
WPA_77044,1,0,4,0
WPA_77061,1,0,0,0
WPA_77080,1,0,2,0
WPA_77095,1,0,5,0
WPA_77160,1,0,3,0
WPA_76641,1,0,2,0
WPA_76643,1,0,5,0
WPA_76649,1,0,1,0
WPA_76760,1,0,2,0
WPA_76780,1,0,3,0
WPA_76805,1,0,0,0
WPA_76831,1,0,5,0
WPA_76837,1,0,4,0
WPA_76249,1,0,2,0
WPA_76259,1,0,1,0
WPA_76314,1,0,3,0
WPA_76355,1,0,4,0
WPA_76487,1,0,0,0
WPA_76499,1,0,3,0
WPA_76505,1,0,4,0
WPA_76594,1,0,3,0
WPA_79716,1,0,1,0
WPA_79773,1,0,2,0
WPA_79811,1,0,3,0
WPA_79831,1,0,1,0
WPA_79851,1,0,6,0
WPA_79888,1,0,4,0
WPA_79919,1,0,6,0
WPA_79968,1,0,3,0
WPA_78838,1,0,0,0
WPA_78868,1,0,5,0
WPA_78869,1,0,5,0
WPA_78911,1,0,2,0
WPA_79039,1,0,5,0
WPA_79232,1,0,3,0
WPA_79233,1,0,5,0
WPA_79323,1,0,4,0
WPA_78232,1,0,6,0
WPA_78339,1,0,1,0
WPA_78381,1,0,6,0
WPA_78606,1,0,4,0
WPA_78700,1,0,5,0
WPA_78723,1,0,3,0
WPA_78796,1,0,5,0
WPA_78805,1,0,3,0
WPA_77881,1,0,1,0
WPA_77925,1,0,5,0
WPA_78050,1,0,6,0
WPA_78051,1,0,3,0
WPA_78169,1,0,1,0
WPA_78181,1,0,4,0
WPA_78216,1,0,6,0
WPA_78219,1,0,5,0
WPA_81882,1,0,4,0
WPA_81930,1,0,1,0
WPA_81964,1,0,6,0
WPA_82039,1,0,4,0
WPA_82108,1,0,4,0
WPA_82204,1,0,4,0
WPA_82281,1,0,6,0
WPA_82412,1,0,0,0
WPA_81439,1,0,2,0
WPA_81460,1,0,3,0
WPA_81506,1,0,4,0
WPA_81521,1,0,3,0
WPA_81602,1,0,3,0
WPA_81616,1,0,5,0
WPA_81755,1,0,6,0
WPA_81835,1,0,3,0
WPA_80646,1,0,2,0
WPA_80766,1,0,5,0
WPA_80936,1,0,5,0
WPA_80960,1,0,6,0
WPA_81093,1,0,4,0
WPA_81177,1,0,5,0
WPA_81271,1,0,5,0
WPA_81323,1,0,6,0
